Cluster,Feature,Mean,Covariance,Weight
0,0,-7.558656,0.251225 0.000460 -0.000314 -0.000213 -0.000718 0.001123 0.001298 -0.000485 0.000343 0.000209 0.200000
0,1,-0.098311,0.000460 0.249580 0.000740 -0.000252 -0.000604 -0.000242 0.000403 0.000001 0.000682 0.000162 0.200000
0,2,-9.314203,-0.000314 0.000740 0.249629 -0.000655 -0.000348 -0.000214 0.000778 -0.000442 0.000191 0.000118 0.200000
0,3,8.187781,-0.000213 -0.000252 -0.000655 0.249846 0.000375 -0.000140 -0.000280 -0.000726 0.000257 -0.000092 0.200000
0,4,-4.825084,-0.000718 -0.000604 -0.000348 0.000375 0.249733 0.000595 0.000301 -0.001035 0.000317 0.000555 0.200000
0,5,3.249079,0.001123 -0.000242 -0.000214 -0.000140 0.000595 0.250270 -0.001068 -0.000150 -0.000760 0.001014 0.200000
0,6,-3.765370,0.001298 0.000403 0.000778 -0.000280 0.000301 -0.001068 0.249676 -0.000898 -0.000654 0.000260 0.200000
0,7,0.402148,-0.000485 0.000001 -0.000442 -0.000726 -0.001035 -0.000150 -0.000898 0.250628 -0.001063 -0.001255 0.200000
0,8,0.935002,0.000343 0.000682 0.000191 0.000257 0.000317 -0.000760 -0.000654 -0.001063 0.249923 -0.001444 0.200000
0,9,-6.302647,0.000209 0.000162 0.000118 -0.000092 0.000555 0.001014 0.000260 -0.001255 -0.001444 0.249567 0.200000
1,0,-9.588886,0.250112 -0.000408 -0.000622 -0.000421 0.000031 -0.000581 -0.001112 0.000086 -0.000185 -0.001030 0.200000
1,1,9.399773,-0.000408 0.249604 -0.000277 -0.000274 0.000247 -0.001124 0.000898 -0.000681 0.000144 -0.000032 0.200000
1,2,6.648021,-0.000622 -0.000277 0.250297 -0.000534 -0.000882 0.000129 -0.000426 -0.000552 -0.000532 0.000697 0.200000
1,3,-5.751288,-0.000421 -0.000274 -0.000534 0.249570 -0.000347 -0.000358 0.000501 -0.000121 -0.001071 0.000235 0.200000
1,4,-6.362494,0.000031 0.000247 -0.000882 -0.000347 0.251465 -0.001071 0.000672 -0.000058 0.000447 0.001194 0.200000
1,5,-6.331866,-0.000581 -0.001124 0.000129 -0.000358 -0.001071 0.250386 0.000051 0.000194 -0.000836 0.001175 0.200000
1,6,-3.915599,-0.001112 0.000898 -0.000426 0.000501 0.000672 0.000051 0.250153 0.000257 0.000083 -0.000097 0.200000
1,7,0.494546,0.000086 -0.000681 -0.000552 -0.000121 -0.000058 0.000194 0.000257 0.249579 -0.001133 0.000097 0.200000
1,8,-1.360765,-0.000185 0.000144 -0.000532 -0.001071 0.000447 -0.000836 0.000083 -0.001133 0.247727 -0.000454 0.200000
1,9,-4.175881,-0.001030 -0.000032 0.000697 0.000235 0.001194 0.001175 -0.000097 0.000097 -0.000454 0.249492 0.200000
2,0,-2.508447,0.249818 0.000654 0.000757 -0.001270 -0.000202 0.000269 0.000668 -0.000805 -0.000268 0.000483 0.200000
2,1,9.014836,0.000654 0.250812 -0.001620 -0.000037 0.000840 -0.000263 0.000803 0.000969 0.000759 -0.000285 0.200000
2,2,4.636033,0.000757 -0.001620 0.250543 -0.000681 -0.000435 -0.000568 0.000288 -0.000291 -0.000036 0.000742 0.200000
2,3,1.971565,-0.001270 -0.000037 -0.000681 0.251134 0.001032 0.000347 -0.001440 0.000151 0.000120 -0.000347 0.200000
2,4,-6.879868,-0.000202 0.000840 -0.000435 0.001032 0.249611 -0.000263 -0.000781 0.000649 -0.000406 -0.000539 0.200000
2,5,-6.880136,0.000269 -0.000263 -0.000568 0.000347 -0.000263 0.251295 -0.000436 0.000249 0.001046 -0.000689 0.200000
2,6,-8.837491,0.000668 0.000803 0.000288 -0.001440 -0.000781 -0.000436 0.250383 -0.000243 -0.000161 -0.000164 0.200000
2,7,7.322714,-0.000805 0.000969 -0.000291 0.000151 0.000649 0.000249 -0.000243 0.249976 -0.000540 0.000252 0.200000
2,8,2.021738,-0.000268 0.000759 -0.000036 0.000120 -0.000406 0.001046 -0.000161 -0.000540 0.250125 -0.000956 0.200000
2,9,4.161817,0.000483 -0.000285 0.000742 -0.000347 -0.000539 -0.000689 -0.000164 0.000252 -0.000956 0.251013 0.200000
3,0,2.150355,0.250882 0.000347 -0.000724 -0.000536 0.000162 0.000040 0.000580 0.000134 0.000060 0.000768 0.200000
3,1,-6.588117,0.000347 0.249434 0.000190 0.000331 0.000355 -0.000635 -0.000734 0.000344 0.000353 0.000928 0.200000
3,2,-8.697839,-0.000724 0.000190 0.251154 -0.000325 -0.000578 -0.000469 -0.000221 0.001052 -0.000364 -0.000393 0.200000
3,3,8.979323,-0.000536 0.000331 -0.000325 0.250549 0.000430 0.000030 0.000721 -0.000490 0.001756 -0.000630 0.200000
3,4,9.312907,0.000162 0.000355 -0.000578 0.000430 0.248527 0.000195 -0.000323 0.000026 -0.000594 0.000602 0.200000
3,5,6.167893,0.000040 -0.000635 -0.000469 0.000030 0.000195 0.250013 0.000537 0.000137 0.000088 -0.000032 0.200000
3,6,-3.905790,0.000580 -0.000734 -0.000221 0.000721 -0.000323 0.000537 0.249601 0.000117 -0.000608 -0.000519 0.200000
3,7,-8.046927,0.000134 0.000344 0.001052 -0.000490 0.000026 0.000137 0.000117 0.249352 -0.001441 -0.001225 0.200000
3,8,3.685312,0.000060 0.000353 -0.000364 0.001756 -0.000594 0.000088 -0.000608 -0.001441 0.249850 0.001013 0.200000
3,9,-1.198027,0.000768 0.000928 -0.000393 -0.000630 0.000602 -0.000032 -0.000519 -0.001225 0.001013 0.250404 0.200000
4,0,2.235225,0.250261 -0.000163 -0.000520 -0.000061 0.000076 -0.000192 0.000062 -0.000077 0.000140 0.000364 0.200000
4,1,-7.209551,-0.000163 0.250051 0.001023 -0.001179 0.000509 -0.000355 0.000506 -0.000773 -0.000105 -0.000805 0.200000
4,2,-4.158729,-0.000520 0.001023 0.250325 0.000121 -0.000671 0.000174 -0.000988 -0.000119 -0.000241 -0.000558 0.200000
4,3,-2.671159,-0.000061 -0.001179 0.000121 0.249395 0.000250 0.000222 -0.000834 0.000650 0.000542 0.000113 0.200000
4,4,-0.881346,0.000076 0.000509 -0.000671 0.000250 0.249412 0.000384 -0.000302 0.000549 0.000202 0.000654 0.200000
4,5,5.702179,-0.000192 -0.000355 0.000174 0.000222 0.000384 0.249936 -0.000203 -0.000406 -0.001234 -0.000078 0.200000
4,6,-6.004971,0.000062 0.000506 -0.000988 -0.000834 -0.000302 -0.000203 0.251023 0.000780 -0.000285 -0.000272 0.200000
4,7,0.286051,-0.000077 -0.000773 -0.000119 0.000650 0.000549 -0.000406 0.000780 0.250900 0.000562 -0.000703 0.200000
4,8,1.849618,0.000140 -0.000105 -0.000241 0.000542 0.000202 -0.001234 -0.000285 0.000562 0.251021 0.000189 0.200000
4,9,-9.072154,0.000364 -0.000805 -0.000558 0.000113 0.000654 -0.000078 -0.000272 -0.000703 0.000189 0.250002 0.200000
